URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.nmdp.org/ig/matchsync/ValueSet/hla-geneid-valueset,0.1.2,draft,,HLAGeneIdVS,HLA Gene Name Value Set,"HLA HGNC GeneIds Valueset","StructureDefinition/hla-genotype","Internal"
http://fhir.nmdp.org/ig/matchsync/ValueSet/icd10-gvhd-codes,0.1.2,draft,,ICD10GVHDVS,ICD-10 (GVHD) Codes,"GVHD ICD-10 Codes",,"hl7.terminology.r4"
http://fhir.nmdp.org/ig/matchsync/ValueSet/ms-form117-codes,0.1.2,draft,,NMDPForm117VS,ValueSet - Form117 Compliance - NMDP,"NMDP Form 117 codes",,"Internal"
http://fhir.nmdp.org/ig/matchsync/ValueSet/nmdp-GenderIdentity-codes,0.1.2,draft,,NMDPGenderIdentityVS,ValueSet - Patient Gender Identity - NMDP,"NMDP GenderIdentity codes",,"Internal"
http://fhir.nmdp.org/ig/matchsync/ValueSet/nmdp-abo-codes,0.1.2,draft,,NMDPABOVS,ValueSet - Blood Group (ABO) - NMDP,"NMDP blood group codes",,"Internal"
http://fhir.nmdp.org/ig/matchsync/ValueSet/nmdp-abo-rh-codes,0.1.2,draft,,NMDPABORHVS,ValueSet - Blood Group (ABO+RH) - NMDP,"NMDP blood group codes",,"Internal"
http://fhir.nmdp.org/ig/matchsync/ValueSet/nmdp-cmv-codes,0.1.2,draft,,NMDPCMVVS,ValueSet - CMV Group - NMDP,"NMDP cmv codes",,"Internal"
http://fhir.nmdp.org/ig/matchsync/ValueSet/nmdp-disease-codes,0.1.2,draft,,NMDPDiseaseVS,ValueSet - Disease - NMDP,"NMDP disease codes","StructureDefinition/msdiagnosis","Internal"
http://fhir.nmdp.org/ig/matchsync/ValueSet/nmdp-diseasestage-codes,0.1.2,draft,,NMDPDiseasStageVS,ValueSet - Disease Stage - NMDP,"NMDP disease stage codes","StructureDefinition/msdiagnosis","Internal"
http://fhir.nmdp.org/ig/matchsync/ValueSet/nmdp-ethnicity-codes,0.1.2,draft,,NMDPEthnicityVS,ValueSet - Patient Ethnicity - NMDP,"NMDP ethnicity codes",,"Internal"
http://fhir.nmdp.org/ig/matchsync/ValueSet/nmdp-language-codes,0.1.2,draft,,NMDPLanguageCodes,ValueSet - Language - NMDP,"NMDP language codes",,"Internal"
http://fhir.nmdp.org/ig/matchsync/ValueSet/nmdp-practitioner-role-vs,0.1.2,draft,,NMDPPractitionerRoleVS,NMDP Practitioner Role Value Set,"NMDP Practitioner Role Value Set","StructureDefinition/nmdp-practitioner-role","Internal"
http://fhir.nmdp.org/ig/matchsync/ValueSet/nmdp-preferred-product-codes,0.1.2,draft,,NMDPPreferredProductVS,ValueSet - Preferred Product - NMDP,"NMDP preferred product codes","StructureDefinition/ms-preferred-product-observation","Internal"
http://fhir.nmdp.org/ig/matchsync/ValueSet/nmdp-race-codes,0.1.2,draft,,NMDPRaceVS,ValueSet - Patient Race - NMDP,"NMDP race codes",,"Internal"
http://fhir.nmdp.org/ig/matchsync/ValueSet/nmdp-rh-status-codes,0.1.2,draft,,NMDPRhStatusVS,ValueSet - Blood Group (Rh) - NMDP,"NMDP codes for Rh staus",,"Internal"
http://fhir.nmdp.org/ig/matchsync/ValueSet/nmdp-transplant-timeline-codes,0.1.2,draft,,NMDPTransplantTimelineVS,ValueSet - Transplant Timeline - NMDP,"NMDP transplant timeline codes","StructureDefinition/ms-transplant-timeline-observation","Internal"
http://loinc.org/vs/LL2419-1,0.1.2,active,,LNCABOGroupVS,ValueSet - Blood Group (ABO) - LOINC,"LOINC codes for ABO blood group","StructureDefinition/ms-abogroup-observation","LOINC"
http://loinc.org/vs/LL2972-9,0.1.2,active,,LNCABORHGroupVS,ValueSet - Blood Group (ABO+RH) - LOINC,"LOINC codes for ABO RH blood group","StructureDefinition/ms-aborhgroup-observation","LOINC"
http://loinc.org/vs/LL360-9,0.1.2,active,,PosNegVS,ValueSet - Blood Group (Rh) - LOINC,"LOINC codes for Positive and Negative","StructureDefinition/ms-rhstatus-observation","LOINC"
http://loinc.org/vs/LL3639-3,0.1.2,active,,LNCCMVGroupVS,ValueSet - CMV Group - LOINC,"LOINC codes for CMV","StructureDefinition/ms-cmvgroup-observation","LOINC"
