Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-nmdp.fhir.matchsync.json	30417	-	0	0	0	0	0	0	4	90	0	0	0	0	0	0	0	2	0	0	87	155	0	0	0	4	0	0
fsh-generated/resources/Bundle-BundleExample-Practitioner.json	8939	6	1	0	0	5	57	0	0	307	0	0	0	0	0	0	0	0	0	0	18	93	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-glstring-codesystem.json	474	2	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	12	11508	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-hla-genename-codesystem.json	6925	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	22	89	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-nmdp-abo-group-cs.json	744	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	58	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-nmdp-disease-cs.json	8203	2	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	24	93	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-nmdp-diseasestage-cs.json	1020	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	57	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-nmdp-ethnicity-cs.json	677	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	60	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-nmdp-language-cs.json	1328	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	62	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-nmdp-practitioner-role-cs.json	767	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	54	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-nmdp-preferred-product-cs.json	845	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	54	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-nmdp-race-cs.json	4064	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	60	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-nmdp-rh-status-cs.json	769	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	53	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-nmdp-transplant-timeline-cs.json	1077	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	52	0	0	0	0	0	0
fsh-generated/resources/Condition-MSDiagnosisExample-AML.json	1023	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0
fsh-generated/resources/Condition-MSDiagnosisExample-OND.json	617	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Condition-a9e56f2a-0827-4efd-a773-ed48c6e2752c.json	1057	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Observation-HLA-A-Example.json	1384	1	0	0	0	0	0	0	0	1204	0	0	0	0	0	0	0	0	0	0	9	15	0	0	0	0	0	0
fsh-generated/resources/Observation-HLA-B-Example.json	1390	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0
fsh-generated/resources/Observation-HLA-C-Example.json	1387	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0
fsh-generated/resources/Observation-HLA-DPA1-Example.json	1402	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
fsh-generated/resources/Observation-HLA-DPB1-Example.json	1405	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
fsh-generated/resources/Observation-HLA-DQA1-Example.json	1405	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0
fsh-generated/resources/Observation-HLA-DQB1-Example.json	1405	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0
fsh-generated/resources/Observation-HLA-DRB1-Example.json	1405	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0
fsh-generated/resources/Observation-HLA-DRB3-Example.json	1384	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0
fsh-generated/resources/Observation-HLA-DRB4-Example.json	1384	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0
fsh-generated/resources/Observation-HLA-DRB5-Example.json	1384	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Observation-HLA-Multilocus-Genotype-Example.json	2651	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0
fsh-generated/resources/Observation-MSABOObsExample.json	787	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0
fsh-generated/resources/Observation-MSABORHObsExample.json	796	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0
fsh-generated/resources/Observation-MSHeightObsExample.json	898	2	0	0	0	0	0	0	0	532	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	1
fsh-generated/resources/Observation-MSPreferredProductExample.json	731	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/Observation-MSRhObsExample.json	781	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0
fsh-generated/resources/Observation-MSTransplantTimelineExample.json	756	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0
fsh-generated/resources/Observation-MSWeightObsExample.json	895	2	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/Organization-TCExample.json	486	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0
fsh-generated/resources/Patient-3f7d88b1-3e39-4f52-bb9c-5d680b7166b3.json	2112	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	8	0	0	0	0	0	0
fsh-generated/resources/Patient-MSPatientExample.json	1709	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	0	0	0	0	0	0
fsh-generated/resources/Patient-MSPatientExample2.json	833	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
fsh-generated/resources/Patient-MSPatientExample3.json	835	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	4	0	0	0	0	0	0
fsh-generated/resources/Patient-MSPatientExample4.json	1262	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
fsh-generated/resources/Patient-MSPatientExample5.json	1211	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
fsh-generated/resources/Practitioner-26b2e265-9a7a-4e5e-b99d-bb301e8a3bfa.json	445	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
fsh-generated/resources/Practitioner-PhysicianExample.json	425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
fsh-generated/resources/Practitioner-SearchCoordinatorExample.json	433	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
fsh-generated/resources/Practitioner-fe6acf5d-ed53-4758-8d38-10d915c984af.json	445	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-8fd0ef20-d146-4fff-b2a8-1d607adf9802.json	717	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-ReferringPhysicianRoleExample.json	662	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-SearchCoordinatorRoleExample.json	667	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-TCPhysicianRoleExample.json	656	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-ad78058a-c0fe-4ea0-bc86-d2f3770a1944.json	714	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-f1942bac-b8b3-45a1-b1d0-6928326d03ce.json	716	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0
fsh-generated/resources/Specimen-MSSpecimenExample.json	514	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-hla-a.json	982	2	0	0	0	0	0	158	0	113	0	0	0	0	0	0	0	0	0	0	153	1886	0	2	0	8	0	1
fsh-generated/resources/StructureDefinition-hla-b.json	982	1	0	0	0	0	0	28	0	20	0	0	0	0	0	0	0	1	0	0	145	500	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-hla-c.json	982	2	0	0	0	0	0	24	0	15	0	0	1	0	0	0	0	1	0	0	144	556	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-hla-dpa1.json	997	2	0	0	0	0	0	31	0	16	0	0	0	0	0	0	0	1	0	0	139	459	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-hla-dpb1.json	997	2	0	0	0	0	0	16	0	16	0	0	0	0	0	0	0	1	0	0	139	585	0	0	0	6	1	0
fsh-generated/resources/StructureDefinition-hla-dqa1.json	997	2	0	0	0	0	0	17	0	36	0	0	0	0	0	0	0	0	0	0	148	493	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-hla-dqb1.json	997	2	0	0	0	0	0	18	0	15	0	0	0	0	0	0	0	1	0	0	138	484	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-hla-drb1.json	997	1	1	0	0	0	0	17	0	15	0	0	0	0	0	0	0	1	0	0	136	663	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-hla-drb3.json	997	2	0	0	0	0	0	15	0	14	0	0	0	0	0	0	0	0	0	0	137	442	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-hla-drb4.json	997	2	0	0	0	0	0	16	0	15	0	0	0	0	0	0	0	1	0	0	138	612	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-hla-drb5.json	997	1	0	0	0	0	0	17	0	16	0	0	0	0	0	0	0	0	0	0	140	389	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-hla-genotype.json	4713	2	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	151	359	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-ms-abogroup-observation.json	3124	2	0	0	0	0	0	21	0	14	0	0	0	0	0	0	0	0	0	0	91	208	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-ms-aborhgroup-observation.json	3138	1	0	0	0	0	0	19	1	13	0	0	0	0	0	0	0	1	0	0	100	254	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ms-bundle-hla-multilocus.json	1345	2	0	0	0	0	0	194	0	42	0	0	1	0	0	0	0	2	0	0	416	1134	0	0	0	19	1	2
fsh-generated/resources/StructureDefinition-ms-bundle-hla-separate.json	7059	2	0	0	0	0	0	72	0	63	0	0	0	0	0	0	0	3	0	0	653	1902	0	0	0	28	0	2
fsh-generated/resources/StructureDefinition-ms-bundle.json	10327	2	0	0	0	0	0	0	0	67	0	0	1	0	0	0	0	2	0	0	405	839	0	0	0	25	0	1
fsh-generated/resources/StructureDefinition-ms-height-observation.json	1785	2	0	0	0	0	0	9	0	15	0	0	0	0	0	0	0	1	0	0	113	394	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-ms-preferred-product-observation.json	3007	2	0	0	0	0	0	8	0	14	0	0	0	0	0	0	0	1	0	0	90	246	0	0	1	5	0	1
fsh-generated/resources/StructureDefinition-ms-rhstatus-observation.json	3112	1	0	0	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	0	91	233	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-ms-transplant-timeline-observation.json	3016	2	0	0	0	0	0	7	0	20	0	0	0	0	0	0	0	0	0	0	97	265	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ms-weight-observation.json	1785	1	0	0	0	0	0	10	0	44	0	0	0	0	0	0	0	1	0	0	110	440	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-msdiagnosis.json	4069	2	0	0	0	0	0	10	0	77	0	0	0	0	0	0	0	0	0	0	94	243	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-mspatient.json	3597	2	0	0	0	0	0	10	0	92	0	0	0	0	0	0	0	1	0	0	115	330	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-msspecimen.json	1922	1	1	0	0	0	0	6	0	11	0	0	0	0	0	0	0	0	0	0	69	185	0	0	0	4	1	0
fsh-generated/resources/StructureDefinition-nmdp-practitioner-role.json	2174	2	0	0	0	0	0	6	0	8	0	0	1	0	0	0	0	1	0	0	64	139	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-nmdp-practitioner.json	1933	1	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	63	142	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-number-of-remissions.json	1331	2	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	20	68	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-transplantcenter.json	1627	1	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	57	139	0	0	0	3	0	0
fsh-generated/resources/ValueSet-hla-geneid-valueset.json	404	1	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	11	2817	0	0	0	0	0	0
fsh-generated/resources/ValueSet-icd10-gvhd-codes.json	532	2	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	9	2072	0	0	0	0	0	0
fsh-generated/resources/ValueSet-loinc-abo-codes.json	1199	1	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	10	382	0	0	0	0	0	0
fsh-generated/resources/ValueSet-loinc-abo-rh-codes.json	1559	1	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	10	416	0	0	0	0	0	0
fsh-generated/resources/ValueSet-loinc-posneg-codes.json	1017	2	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	10	397	0	0	0	1	0	0
fsh-generated/resources/ValueSet-ms-abo-group-codes.json	713	1	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	11	359	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ms-rh-codes.json	561	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	77	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nmdp-abo-codes.json	408	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	78	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nmdp-disease-codes.json	411	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	273	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nmdp-diseasestage-codes.json	442	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	69	0	0	0	0	0	0
